"title","N","V"
"DeutschePflanzennamen",55,17
"DeutschePflanzennamen",56,18
"DeutschePflanzennamen",57,19
"DeutschePflanzennamen",58,20
"DeutschePflanzennamen",59,21
"DeutschePflanzennamen",60,22
"DeutschePflanzennamen",61,22
"DeutschePflanzennamen",62,22
"DeutschePflanzennamen",63,22
"DeutschePflanzennamen",64,22
"DeutschePflanzennamen",65,22
"DeutschePflanzennamen",66,22
"DeutschePflanzennamen",67,23
"DeutschePflanzennamen",68,23
"DeutschePflanzennamen",69,23
"DeutschePflanzennamen",70,23
"DeutschePflanzennamen",71,23
"DeutschePflanzennamen",72,23
"DeutschePflanzennamen",73,23
"DeutschePflanzennamen",74,24
"DeutschePflanzennamen",75,24
"DeutschePflanzennamen",76,24
"DeutschePflanzennamen",77,25
"DeutschePflanzennamen",78,25
"DeutschePflanzennamen",79,25
"DeutschePflanzennamen",80,25
"DeutschePflanzennamen",81,26
"DeutschePflanzennamen",82,26
"DeutschePflanzennamen",83,27
"DeutschePflanzennamen",84,28
"DeutschePflanzennamen",85,29
"DeutschePflanzennamen",86,29
"DeutschePflanzennamen",87,29
"DeutschePflanzennamen",88,29
"DeutschePflanzennamen",89,29
"DeutschePflanzennamen",90,29
"DeutschePflanzennamen",91,29
"DeutschePflanzennamen",92,29
"DeutschePflanzennamen",93,29
"DeutschePflanzennamen",94,29
"DeutschePflanzennamen",95,29
"DeutschePflanzennamen",96,29
"DeutschePflanzennamen",97,29
"DeutschePflanzennamen",98,29
"DeutschePflanzennamen",99,29
"DeutschePflanzennamen",100,29
"DeutschePflanzennamen",101,29
"DeutschePflanzennamen",102,30
"DeutschePflanzennamen",103,30
"DeutschePflanzennamen",104,30
"DeutschePflanzennamen",105,30
"DeutschePflanzennamen",106,31
"DeutschePflanzennamen",107,31
"DeutschePflanzennamen",108,32
"DeutschePflanzennamen",109,32
"DeutschePflanzennamen",110,33
"DeutschePflanzennamen",111,33
"DeutschePflanzennamen",112,33
"DeutschePflanzennamen",113,33
"DeutschePflanzennamen",114,33
"DeutschePflanzennamen",115,33
"DeutschePflanzennamen",116,34
"DeutschePflanzennamen",117,34
"DeutschePflanzennamen",118,34
"DeutschePflanzennamen",119,34
"DeutschePflanzennamen",120,35
"DeutschePflanzennamen",121,35
"DeutschePflanzennamen",122,35
"DeutschePflanzennamen",123,35
"DeutschePflanzennamen",124,35
"DeutschePflanzennamen",125,35
"DeutschePflanzennamen",126,35
"DeutschePflanzennamen",127,35
"DeutschePflanzennamen",128,35
"DeutschePflanzennamen",129,35
"DeutschePflanzennamen",130,35
"DeutschePflanzennamen",131,36
"DeutschePflanzennamen",132,36
"DeutschePflanzennamen",133,36
"DeutschePflanzennamen",134,36
"DeutschePflanzennamen",135,36
"DeutschePflanzennamen",136,36
"DeutschePflanzennamen",137,36
"DeutschePflanzennamen",138,36
"DeutschePflanzennamen",139,36
"DeutschePflanzennamen",140,36
"DeutschePflanzennamen",141,36
"DeutschePflanzennamen",142,36
"DeutschePflanzennamen",143,36
"DeutschePflanzennamen",144,36
"DeutschePflanzennamen",145,36
"DeutschePflanzennamen",146,36
"DeutschePflanzennamen",147,36
"DeutschePflanzennamen",148,36
"DeutschePflanzennamen",149,36
"DeutschePflanzennamen",150,36
"DeutschePflanzennamen",151,36
"DeutschePflanzennamen",152,36
"DeutschePflanzennamen",153,36
"DeutschePflanzennamen",154,36
"DeutschePflanzennamen",155,37
"DeutschePflanzennamen",156,38
"DeutschePflanzennamen",157,38
"DeutschePflanzennamen",158,39
"DeutschePflanzennamen",159,39
"DeutschePflanzennamen",160,39
"DeutschePflanzennamen",161,40
"DeutschePflanzennamen",162,40
"DeutschePflanzennamen",163,40
"DeutschePflanzennamen",164,41
"DeutschePflanzennamen",165,41
"DeutschePflanzennamen",166,41
"DeutschePflanzennamen",167,41
"DeutschePflanzennamen",168,41
"DeutschePflanzennamen",169,41
"DeutschePflanzennamen",170,41
"DeutschePflanzennamen",171,41
"DeutschePflanzennamen",172,41
"DeutschePflanzennamen",173,41
"DeutschePflanzennamen",174,41
"DeutschePflanzennamen",175,42
"DeutschePflanzennamen",176,42
"DeutschePflanzennamen",177,42
"DeutschePflanzennamen",178,42
"DeutschePflanzennamen",179,42
"DeutschePflanzennamen",180,43
"DeutschePflanzennamen",181,43
"DeutschePflanzennamen",182,44
"DeutschePflanzennamen",183,44
"DeutschePflanzennamen",184,44
"DeutschePflanzennamen",185,44
"DeutschePflanzennamen",186,44
"DeutschePflanzennamen",187,44
"DeutschePflanzennamen",188,44
"DeutschePflanzennamen",189,44
"DeutschePflanzennamen",190,44
"DeutschePflanzennamen",191,44
"DeutschePflanzennamen",192,44
"DeutschePflanzennamen",193,44
"DeutschePflanzennamen",194,44
"DeutschePflanzennamen",195,45
"DeutschePflanzennamen",196,45
"DeutschePflanzennamen",197,45
"DeutschePflanzennamen",198,45
"DeutschePflanzennamen",199,45
"DeutschePflanzennamen",200,45
"DeutschePflanzennamen",201,45
"DeutschePflanzennamen",202,45
"DeutschePflanzennamen",203,45
"DeutschePflanzennamen",204,45
"DeutschePflanzennamen",205,45
"DeutschePflanzennamen",206,45
"DeutschePflanzennamen",207,45
"DeutschePflanzennamen",208,45
"DeutschePflanzennamen",209,46
"DeutschePflanzennamen",210,46
"DeutschePflanzennamen",211,46
"DeutschePflanzennamen",212,47
"DeutschePflanzennamen",213,48
"DeutschePflanzennamen",214,48
"DeutschePflanzennamen",215,48
"DeutschePflanzennamen",216,48
"DeutschePflanzennamen",217,48
"DeutschePflanzennamen",218,48
"DeutschePflanzennamen",219,48
"DeutschePflanzennamen",220,48
"DeutschePflanzennamen",221,49
"DeutschePflanzennamen",222,49
"DeutschePflanzennamen",223,49
"DeutschePflanzennamen",224,49
"DeutschePflanzennamen",225,50
"DeutschePflanzennamen",226,51
"DeutschePflanzennamen",227,51
"DeutschePflanzennamen",228,51
"DeutschePflanzennamen",229,52
"DeutschePflanzennamen",230,52
"DeutschePflanzennamen",231,52
"DeutschePflanzennamen",232,52
"DeutschePflanzennamen",233,53
"DeutschePflanzennamen",234,53
"DeutschePflanzennamen",235,53
"DeutschePflanzennamen",236,53
"DeutschePflanzennamen",237,53
"DeutschePflanzennamen",238,53
"DeutschePflanzennamen",239,53
"DeutschePflanzennamen",240,53
"DeutschePflanzennamen",241,53
"DeutschePflanzennamen",242,53
"DeutschePflanzennamen",243,53
"DeutschePflanzennamen",244,54
"DeutschePflanzennamen",245,54
"DeutschePflanzennamen",246,54
"DeutschePflanzennamen",247,54
"DeutschePflanzennamen",248,54
"DeutschePflanzennamen",249,54
"DeutschePflanzennamen",250,54
"DeutschePflanzennamen",251,54
"DeutschePflanzennamen",252,55
"DeutschePflanzennamen",253,55
"DeutschePflanzennamen",254,55
"DeutschePflanzennamen",255,56
"DeutschePflanzennamen",256,57
"DeutschePflanzennamen",257,57
"DeutschePflanzennamen",258,57
"DeutschePflanzennamen",259,57
"DeutschePflanzennamen",260,57
"DeutschePflanzennamen",261,57
"DeutschePflanzennamen",262,57
"DeutschePflanzennamen",263,57
"DeutschePflanzennamen",264,58
"DeutschePflanzennamen",265,58
"DeutschePflanzennamen",266,58
"DeutschePflanzennamen",267,58
"DeutschePflanzennamen",268,58
"DeutschePflanzennamen",269,58
"DeutschePflanzennamen",270,58
"DeutschePflanzennamen",271,58
"DeutschePflanzennamen",272,58
"DeutschePflanzennamen",273,59
"DeutschePflanzennamen",274,59
"DeutschePflanzennamen",275,59
"DeutschePflanzennamen",276,59
"DeutschePflanzennamen",277,59
"DeutschePflanzennamen",278,59
"DeutschePflanzennamen",279,59
"DeutschePflanzennamen",280,59
"DeutschePflanzennamen",281,60
"DeutschePflanzennamen",282,60
"DeutschePflanzennamen",283,60
"DeutschePflanzennamen",284,60
"DeutschePflanzennamen",285,61
"DeutschePflanzennamen",286,61
"DeutschePflanzennamen",287,62
"DeutschePflanzennamen",288,62
"DeutschePflanzennamen",289,63
"DeutschePflanzennamen",290,63
"DeutschePflanzennamen",291,64
"DeutschePflanzennamen",292,65
"DeutschePflanzennamen",293,66
"DeutschePflanzennamen",294,66
"DeutschePflanzennamen",295,66
"DeutschePflanzennamen",296,66
"DeutschePflanzennamen",297,66
"DeutschePflanzennamen",298,66
"DeutschePflanzennamen",299,67
"DeutschePflanzennamen",300,67
"DeutschePflanzennamen",301,67
"DeutschePflanzennamen",302,68
"DeutschePflanzennamen",303,69
"DeutschePflanzennamen",304,70
"DeutschePflanzennamen",305,71
"DeutschePflanzennamen",306,72
"DeutschePflanzennamen",307,72
"DeutschePflanzennamen",308,72
"DeutschePflanzennamen",309,72
"DeutschePflanzennamen",310,73
"DeutschePflanzennamen",311,73
"DeutschePflanzennamen",312,74
"DeutschePflanzennamen",313,74
"DeutschePflanzennamen",314,75
"DeutschePflanzennamen",315,75
"DeutschePflanzennamen",316,75
"DeutschePflanzennamen",317,75
"DeutschePflanzennamen",318,75
"DeutschePflanzennamen",319,75
"FloraDerPreussischenRheinlande",1,1
"FloraDerPreussischenRheinlande",2,1
"FloraDerPreussischenRheinlande",3,2
"FloraDerPreussischenRheinlande",4,2
"FloraDerPreussischenRheinlande",5,3
"FloraDerPreussischenRheinlande",6,4
"FloraDerPreussischenRheinlande",7,4
"FloraDerPreussischenRheinlande",8,5
"FloraDerPreussischenRheinlande",9,5
"FloraDerPreussischenRheinlande",10,6
"FloraDerPreussischenRheinlande",11,7
"FloraDerPreussischenRheinlande",12,8
"FloraDerPreussischenRheinlande",13,9
"FloraDerPreussischenRheinlande",14,10
"FloraDerPreussischenRheinlande",15,11
"FloraDerPreussischenRheinlande",16,11
"FloraDerPreussischenRheinlande",17,11
"FloraDerPreussischenRheinlande",18,11
"FloraDerPreussischenRheinlande",19,11
"FloraDerPreussischenRheinlande",20,11
"FloraDerPreussischenRheinlande",21,12
"FloraDerPreussischenRheinlande",22,13
"FloraDerPreussischenRheinlande",23,13
"FloraDerPreussischenRheinlande",24,14
"FloraDerPreussischenRheinlande",25,15
"FloraDerPreussischenRheinlande",26,15
"FloraDerPreussischenRheinlande",27,16
"FloraDerPreussischenRheinlande",28,16
"FloraDerPreussischenRheinlande",29,16
"FloraDerPreussischenRheinlande",30,16
"FloraDerPreussischenRheinlande",31,16
"FloraDerPreussischenRheinlande",32,17
"FloraDerPreussischenRheinlande",33,18
"FloraDerPreussischenRheinlande",34,19
"FloraDerPreussischenRheinlande",35,20
"FloraDerPreussischenRheinlande",36,21
"FloraDerPreussischenRheinlande",37,21
"FloraDerPreussischenRheinlande",38,21
"FloraDerPreussischenRheinlande",39,21
"FloraDerPreussischenRheinlande",40,21
"FloraDerPreussischenRheinlande",41,21
"FloraDerPreussischenRheinlande",42,22
"FloraDerPreussischenRheinlande",43,22
"FloraDerPreussischenRheinlande",44,23
"FloraDerPreussischenRheinlande",45,23
"FloraDerPreussischenRheinlande",46,23
"FloraDerPreussischenRheinlande",47,23
"FloraDerPreussischenRheinlande",48,23
"FloraDerPreussischenRheinlande",49,23
"FloraDerPreussischenRheinlande",50,24
"GemeinnuetzigesKraeuterbuch",1,1
"GemeinnuetzigesKraeuterbuch",2,2
"GemeinnuetzigesKraeuterbuch",3,3
"GemeinnuetzigesKraeuterbuch",4,4
"GemeinnuetzigesKraeuterbuch",5,4
"GemeinnuetzigesKraeuterbuch",6,4
"GemeinnuetzigesKraeuterbuch",7,5
"GemeinnuetzigesKraeuterbuch",8,5
"GemeinnuetzigesKraeuterbuch",9,5
"GemeinnuetzigesKraeuterbuch",10,5
"GemeinnuetzigesKraeuterbuch",11,6
"GemeinnuetzigesKraeuterbuch",12,7
"GemeinnuetzigesKraeuterbuch",13,8
"GemeinnuetzigesKraeuterbuch",14,9
"GemeinnuetzigesKraeuterbuch",15,10
"GemeinnuetzigesKraeuterbuch",16,11
"GemeinnuetzigesKraeuterbuch",17,11
"GemeinnuetzigesKraeuterbuch",18,12
"GemeinnuetzigesKraeuterbuch",19,13
"GemeinnuetzigesKraeuterbuch",20,14
"GemeinnuetzigesKraeuterbuch",21,15
"GemeinnuetzigesKraeuterbuch",22,16
"GemeinnuetzigesKraeuterbuch",23,17
"GemeinnuetzigesKraeuterbuch",24,17
"GemeinnuetzigesKraeuterbuch",25,18
"GemeinnuetzigesKraeuterbuch",26,19
"GemeinnuetzigesKraeuterbuch",27,19
"GemeinnuetzigesKraeuterbuch",28,20
"GemeinnuetzigesKraeuterbuch",29,20
"GemeinnuetzigesKraeuterbuch",30,20
"GemeinnuetzigesKraeuterbuch",31,20
"GemeinnuetzigesKraeuterbuch",32,20
"GemeinnuetzigesKraeuterbuch",33,21
"GemeinnuetzigesKraeuterbuch",34,21
"GemeinnuetzigesKraeuterbuch",35,22
"GemeinnuetzigesKraeuterbuch",36,22
"GemeinnuetzigesKraeuterbuch",37,23
"GemeinnuetzigesKraeuterbuch",38,23
"GemeinnuetzigesKraeuterbuch",39,24
"GemeinnuetzigesKraeuterbuch",40,25
"GemeinnuetzigesKraeuterbuch",41,25
"GemeinnuetzigesKraeuterbuch",42,25
"GemeinnuetzigesKraeuterbuch",43,25
"GemeinnuetzigesKraeuterbuch",44,25
"GemeinnuetzigesKraeuterbuch",45,25
"GemeinnuetzigesKraeuterbuch",46,25
"GemeinnuetzigesKraeuterbuch",47,25
"GemeinnuetzigesKraeuterbuch",48,25
"GemeinnuetzigesKraeuterbuch",49,26
"GemeinnuetzigesKraeuterbuch",50,26
"GemeinnuetzigesKraeuterbuch",51,26
"GemeinnuetzigesKraeuterbuch",52,26
"GemeinnuetzigesKraeuterbuch",53,26
"GemeinnuetzigesKraeuterbuch",54,27
"GemeinnuetzigesKraeuterbuch",55,27
"GemeinnuetzigesKraeuterbuch",56,27
"GemeinnuetzigesKraeuterbuch",57,27
"GemeinnuetzigesKraeuterbuch",58,27
"GemeinnuetzigesKraeuterbuch",59,27
"GemeinnuetzigesKraeuterbuch",60,27
"GemeinnuetzigesKraeuterbuch",61,27
"GemeinnuetzigesKraeuterbuch",62,28
"GemeinnuetzigesKraeuterbuch",63,29
"GemeinnuetzigesKraeuterbuch",64,30
"GemeinnuetzigesKraeuterbuch",65,31
"GemeinnuetzigesKraeuterbuch",66,31
"NatuerlichePflanzenfamilien",1,1
"NatuerlichePflanzenfamilien",2,2
"NatuerlichePflanzenfamilien",3,3
"NatuerlichePflanzenfamilien",4,4
"NatuerlichePflanzenfamilien",5,4
"NatuerlichePflanzenfamilien",6,5
"NatuerlichePflanzenfamilien",7,6
"NatuerlichePflanzenfamilien",8,7
"NatuerlichePflanzenfamilien",9,7
"NatuerlichePflanzenfamilien",10,7
"NatuerlichePflanzenfamilien",11,7
"NatuerlichePflanzenfamilien",12,8
"NatuerlichePflanzenfamilien",13,9
"NatuerlichePflanzenfamilien",14,9
"NatuerlichePflanzenfamilien",15,10
"NatuerlichePflanzenfamilien",16,10
"NatuerlichePflanzenfamilien",17,10
"NatuerlichePflanzenfamilien",18,10
"NatuerlichePflanzenfamilien",19,10
"NatuerlichePflanzenfamilien",20,10
"NatuerlichePflanzenfamilien",21,10
"NatuerlichePflanzenfamilien",22,11
"NatuerlichePflanzenfamilien",23,11
"NatuerlichePflanzenfamilien",24,11
"Kraeuterbuch",1,1
"Kraeuterbuch",2,2
"Kraeuterbuch",3,3
"Kraeuterbuch",4,4
"Kraeuterbuch",5,5
"Kraeuterbuch",6,5
"Kraeuterbuch",7,6
"Kraeuterbuch",8,7
"Kraeuterbuch",9,8
"Kraeuterbuch",10,9
"Kraeuterbuch",11,9
"Kraeuterbuch",12,9
"Kraeuterbuch",13,10
"Kraeuterbuch",14,11
"Kraeuterbuch",15,12
"Kraeuterbuch",16,12
"Kraeuterbuch",17,12
"Kraeuterbuch",18,13
"Kraeuterbuch",19,14
"Kraeuterbuch",20,14
"Kraeuterbuch",21,15
"Kraeuterbuch",22,16
"Kraeuterbuch",23,17
"Kraeuterbuch",24,18
"Kraeuterbuch",25,19
"Kraeuterbuch",26,20
"Kraeuterbuch",27,21
"Kraeuterbuch",28,22
"Kraeuterbuch",29,22
"Kraeuterbuch",30,23
"Kraeuterbuch",31,24
"Kraeuterbuch",32,24
"Kraeuterbuch",33,25
"Kraeuterbuch",34,25
"Kraeuterbuch",35,25
"Kraeuterbuch",36,26
"Kraeuterbuch",37,27
"Kraeuterbuch",38,27
